LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	DetectFriendDie	AileenDetectFriendDie	FormID 0700092E	1	AileensGen_AileenDetectFri_0000092E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenDetectFri_0000092E_1.xwm	File Not Found				It's too late for them.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	DetectFriendDie	AileenDetectFriendDie	FormID 0700092F	1	AileensGen_AileenDetectFri_0000092F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenDetectFri_0000092F_1.xwm	File Not Found				I might have been able to help.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	DetectFriendDie	AileenDetectFriendDie	FormID 07000930	1	AileensGen_AileenDetectFri_00000930_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenDetectFri_00000930_1.xwm	File Not Found				I didn't even see them go down.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	DetectFriendDie	AileenDetectFriendDie	FormID 07000931	1	AileensGen_AileenDetectFri_00000931_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenDetectFri_00000931_1.xwm	File Not Found				The attacker is closeby.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	DetectFriendDie	AileenDetectFriendDie	FormID 07000932	1	AileensGen_AileenDetectFri_00000932_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenDetectFri_00000932_1.xwm	File Not Found				Whoever did this is still nearby and dangerous.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	DetectFriendDie	AileenDetectFriendDie	FormID 07000933	1	AileensGen_AileenDetectFri_00000933_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenDetectFri_00000933_1.xwm	File Not Found				They never had a chance.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	DetectFriendDie	AileenDetectFriendDie	FormID 07000934	1	AileensGen_AileenDetectFri_00000934_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenDetectFri_00000934_1.xwm	File Not Found				They're trying to pick us off.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	DetectFriendDie	AileenDetectFriendDie	FormID 07000935	1	AileensGen_AileenDetectFri_00000935_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenDetectFri_00000935_1.xwm	File Not Found				Show yourself!!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	DetectFriendDie	AileenDetectFriendDie	FormID 07000936	1	AileensGen_AileenDetectFri_00000936_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenDetectFri_00000936_1.xwm	File Not Found				I'll find who did this!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToCombat	AileenLostToCombat	FormID 0700091C	1	AileensGen_AileenLostToCom_0000091C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToCom_0000091C_1.xwm	File Not Found				I see them!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToCombat	AileenLostToCombat	FormID 0700091D	1	AileensGen_AileenLostToCom_0000091D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToCom_0000091D_1.xwm	File Not Found				Found them!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToCombat	AileenLostToCombat	FormID 0700091E	1	AileensGen_AileenLostToCom_0000091E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToCom_0000091E_1.xwm	File Not Found				There you are!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToCombat	AileenLostToCombat	FormID 070009DA	1	AileensGen_AileenLostToCom_000009DA_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToCom_000009DA_1.xwm	File Not Found				They're moving in!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToCombat	AileenLostToCombat	FormID 070009DB	1	AileensGen_AileenLostToCom_000009DB_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToCom_000009DB_1.xwm	File Not Found				Found you!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToCombat	AileenLostToCombat	FormID 070009DC	1	AileensGen_AileenLostToCom_000009DC_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToCom_000009DC_1.xwm	File Not Found				They've come back!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToCombat	AileenLostToCombat	FormID 070009DD	1	AileensGen_AileenLostToCom_000009DD_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToCom_000009DD_1.xwm	File Not Found				We see you!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToNormal	AileenLostToNormal	FormID 0700091F	1	AileensGen_AileenLostToNor_0000091F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToNor_0000091F_1.xwm	File Not Found				I think they've gone.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToNormal	AileenLostToNormal	FormID 07000920	1	AileensGen_AileenLostToNor_00000920_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToNor_00000920_1.xwm	File Not Found				I don't hear anything anymore.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToNormal	AileenLostToNormal	FormID 07000921	1	AileensGen_AileenLostToNor_00000921_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToNor_00000921_1.xwm	File Not Found				We should keep moving.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToNormal	AileenLostToNormal	FormID 070009DE	1	AileensGen_AileenLostToNor_000009DE_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToNor_000009DE_1.xwm	File Not Found				They must have ran off.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToNormal	AileenLostToNormal	FormID 070009DF	1	AileensGen_AileenLostToNor_000009DF_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToNor_000009DF_1.xwm	File Not Found				I don't like it, but they've gone.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToNormal	AileenLostToNormal	FormID 070009E0	1	AileensGen_AileenLostToNor_000009E0_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToNor_000009E0_1.xwm	File Not Found				They got away. Probably for the better.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToNormal	AileenLostToNormal	FormID 070009E1	1	AileensGen_AileenLostToNor_000009E1_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToNor_000009E1_1.xwm	File Not Found				We've lost them. Now we should leave before they come back.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToNormal	AileenLostToNormal	FormID 070009E2	1	AileensGen_AileenLostToNor_000009E2_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToNor_000009E2_1.xwm	File Not Found				I don't know if they're coming back. I hope not.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToNormal	AileenLostToNormal	FormID 070009E3	1	AileensGen_AileenLostToNor_000009E3_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToNor_000009E3_1.xwm	File Not Found				I think they fled from us.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostToNormal	AileenLostToNormal	FormID 070009E4	1	AileensGen_AileenLostToNor_000009E4_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostToNor_000009E4_1.xwm	File Not Found				I suppose it's over. For now.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToLost	AileenCombatToLost	FormID 07000912	1	AileensGen_AileenCombatToL_00000912_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToL_00000912_1.xwm	File Not Found				Where did they go!?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToLost	AileenCombatToLost	FormID 07000913	1	AileensGen_AileenCombatToL_00000913_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToL_00000913_1.xwm	File Not Found				They couldn't have gone far.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToLost	AileenCombatToLost	FormID 070009C7	1	AileensGen_AileenCombatToL_000009C7_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToL_000009C7_1.xwm	File Not Found				They could be trying to flank us.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToLost	AileenCombatToLost	FormID 070009C8	1	AileensGen_AileenCombatToL_000009C8_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToL_000009C8_1.xwm	File Not Found				They were right there!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToLost	AileenCombatToLost	FormID 070009C9	1	AileensGen_AileenCombatToL_000009C9_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToL_000009C9_1.xwm	File Not Found				I've lost sight of them!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToLost	AileenCombatToLost	FormID 070009CA	1	AileensGen_AileenCombatToL_000009CA_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToL_000009CA_1.xwm	File Not Found				I can't see them anymore.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToLost	AileenCombatToLost	FormID 070009CB	1	AileensGen_AileenCombatToL_000009CB_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToL_000009CB_1.xwm	File Not Found				Don't let your guard down!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToLost	AileenCombatToLost	FormID 070009CC	1	AileensGen_AileenCombatToL_000009CC_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToL_000009CC_1.xwm	File Not Found				I think they're hiding from us!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToLost	AileenCombatToLost	FormID 070009CD	1	AileensGen_AileenCombatToL_000009CD_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToL_000009CD_1.xwm	File Not Found				They disappeared from us!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToNormal	AileenCombatToNormal	FormID 07000914	1	AileensGen_AileenCombatToN_00000914_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToN_00000914_1.xwm	File Not Found				I think it's over.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToNormal	AileenCombatToNormal	FormID 07000915	1	AileensGen_AileenCombatToN_00000915_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToN_00000915_1.xwm	File Not Found				That...happened quickly.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToNormal	AileenCombatToNormal	FormID 07000916	1	AileensGen_AileenCombatToN_00000916_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToN_00000916_1.xwm	File Not Found				Everyone alright?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToNormal	AileenCombatToNormal	FormID 07000917	1	AileensGen_AileenCombatToN_00000917_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToN_00000917_1.xwm	File Not Found				It's quiet again.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToNormal	AileenCombatToNormal	FormID 070009CE	1	AileensGen_AileenCombatToN_000009CE_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToN_000009CE_1.xwm	File Not Found				Is that all of them?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToNormal	AileenCombatToNormal	FormID 070009CF	1	AileensGen_AileenCombatToN_000009CF_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToN_000009CF_1.xwm	File Not Found				That could have gone worse.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToNormal	AileenCombatToNormal	FormID 070009D0	1	AileensGen_AileenCombatToN_000009D0_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToN_000009D0_1.xwm	File Not Found				I think we're in the clear now.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToNormal	AileenCombatToNormal	FormID 070009D1	1	AileensGen_AileenCombatToN_000009D1_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToN_000009D1_1.xwm	File Not Found				I don't see any more threats around.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToNormal	AileenCombatToNormal	FormID 070009D2	1	AileensGen_AileenCombatToN_000009D2_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToN_000009D2_1.xwm	File Not Found				Let's just take a moment and check ourselves over.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	CombatToNormal	AileenCombatToNormal	FormID 070009D3	1	AileensGen_AileenCombatToN_000009D3_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenCombatToN_000009D3_1.xwm	File Not Found				We're clear.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToNormal	AileenAlertToNormal	FormID 0700090F	1	AileensGen_AileenAlertToNo_0000090F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToNo_0000090F_1.xwm	File Not Found				Maybe it was nothing.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToNormal	AileenAlertToNormal	FormID 07000910	1	AileensGen_AileenAlertToNo_00000910_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToNo_00000910_1.xwm	File Not Found				Seems quiet now.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToNormal	AileenAlertToNormal	FormID 07000911	1	AileensGen_AileenAlertToNo_00000911_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToNo_00000911_1.xwm	File Not Found				Suppose I'm just hearing things.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToNormal	AileenAlertToNormal	FormID 070009C0	1	AileensGen_AileenAlertToNo_000009C0_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToNo_000009C0_1.xwm	File Not Found				I think we're safe now	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToNormal	AileenAlertToNormal	FormID 070009C1	1	AileensGen_AileenAlertToNo_000009C1_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToNo_000009C1_1.xwm	File Not Found				Maybe I was mistaken.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToNormal	AileenAlertToNormal	FormID 070009C2	1	AileensGen_AileenAlertToNo_000009C2_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToNo_000009C2_1.xwm	File Not Found				Whatever it was, I think it's gone.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToNormal	AileenAlertToNormal	FormID 070009C3	1	AileensGen_AileenAlertToNo_000009C3_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToNo_000009C3_1.xwm	File Not Found				Nothing has show itself.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToNormal	AileenAlertToNormal	FormID 070009C4	1	AileensGen_AileenAlertToNo_000009C4_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToNo_000009C4_1.xwm	File Not Found				Perhaps it was just an animal.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToNormal	AileenAlertToNormal	FormID 070009C5	1	AileensGen_AileenAlertToNo_000009C5_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToNo_000009C5_1.xwm	File Not Found				It's quiet. For now.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToNormal	AileenAlertToNormal	FormID 070009C6	1	AileensGen_AileenAlertToNo_000009C6_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToNo_000009C6_1.xwm	File Not Found				I think it's clear now.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToCombat	AileenNormalToCombat	FormID 07000925	1	AileensGen_AileenNormalToC_00000925_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToC_00000925_1.xwm	File Not Found				We're under attack!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToCombat	AileenNormalToCombat	FormID 07000926	1	AileensGen_AileenNormalToC_00000926_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToC_00000926_1.xwm	File Not Found				Where did they come from?!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToCombat	AileenNormalToCombat	FormID 07000927	1	AileensGen_AileenNormalToC_00000927_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToC_00000927_1.xwm	File Not Found				Look out!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToCombat	AileenNormalToCombat	FormID 070009E5	1	AileensGen_AileenNormalToC_000009E5_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToC_000009E5_1.xwm	File Not Found				What the hell?!?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToCombat	AileenNormalToCombat	FormID 070009E6	1	AileensGen_AileenNormalToC_000009E6_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToC_000009E6_1.xwm	File Not Found				Dammit, they're already here!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToCombat	AileenNormalToCombat	FormID 070009E7	1	AileensGen_AileenNormalToC_000009E7_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToC_000009E7_1.xwm	File Not Found				Watch yourself!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToCombat	AileenNormalToCombat	FormID 070009E8	1	AileensGen_AileenNormalToC_000009E8_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToC_000009E8_1.xwm	File Not Found				Came out of nowhere!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToCombat	AileenNormalToCombat	FormID 070009E9	1	AileensGen_AileenNormalToC_000009E9_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToC_000009E9_1.xwm	File Not Found				Where the hell-	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToCombat	AileenAlertToCombat	FormID 0700090B	1	AileensGen_AileenAlertToCo_0000090B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToCo_0000090B_1.xwm	File Not Found				I found you!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToCombat	AileenAlertToCombat	FormID 0700090C	1	AileensGen_AileenAlertToCo_0000090C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToCo_0000090C_1.xwm	File Not Found				So much for being careful!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToCombat	AileenAlertToCombat	FormID 0700090D	1	AileensGen_AileenAlertToCo_0000090D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToCo_0000090D_1.xwm	File Not Found				Get back!	Neutral 50			
